index,dataset,path,audio_duration,processing_time,rtf,ground_truth,google_transcription
0,dolly-vn/dolly-audio-1000h-vietnamese,a2257dc1-88ff-43f2-a9dc-6d8c533e7af3.wav,4.522666666666667,2.3975151269696653,0.530110950833505,"Ta không muốn vậy! Họ tới dưới chân tòa tháp, đứng trước cánh cổng vào duy nhất.","Ta không muốn vậy. Họ tới dưới chân tòa tháp, đứng trước cánh cổng vào duy nhất."
1,dolly-vn/dolly-audio-1000h-vietnamese,520aa164-6a34-4611-8c6d-c401a3a43b02.wav,2.112,1.7395869891624898,0.8236680819898152,Xe ra khỏi lối đi và bắt đầu leo dốc.,Xe ra khỏi lối đi và bắt đầu leo dốc.
2,dolly-vn/dolly-audio-1000h-vietnamese,75b0ca7c-cf4c-4f3f-a11c-2bf0723e6991.wav,1.6106666666666667,1.727224449859932,1.0723661733401897,Tới bệnh viện chúng tôi bước vào.,Tới bệnh viện chúng tôi bước vào.
3,dolly-vn/dolly-audio-1000h-vietnamese,607e02ea-dc2c-411e-a313-100c805191c6.wav,7.2,2.7424244550056756,0.3808922854174549,"Sự im ắng, ngoại trừ những tiếng sóng vỗ đều đều ập vào bờ đá tít bên dưới, vẫn vô cùng ngột ngạt.","Sự im ắng, ngoại trừ những tiếng sóng vỗ đều đều ập vào bờ đá tít bên dưới, vẫn vô cùng ngột ngạt."
4,dolly-vn/dolly-audio-1000h-vietnamese,71c1bcce-856c-4b90-9fb2-e30500f4fa20.wav,2.176,1.25973045011051,0.5789202436169623,Họ lùi lại để trông cho rõ tòa tháp.,Họ lùi lại để trông cho rõ tòa tháp.
5,dolly-vn/dolly-audio-1000h-vietnamese,03d68f29-0def-4c33-a86a-2025f6cee49a.wav,1.728,1.4907047271262854,0.8626763467166004,Sinh Vào Thời Loạn hai.,sinh vào thời loạn hai
6,dolly-vn/dolly-audio-1000h-vietnamese,f401f7d2-0df4-46b0-8969-f78dbea4e59f.wav,10.72,3.4452676468063146,0.3213869073513353,"Nhưng quả thực là có gì đó bất ổn. Cậu có nghĩ là Bóng tối nghe thấy chúng ta đến và hắn đã trốn không? Giải pháp này cũng có thể lắm, Qadehar thú thực và chăm chú quan sát tòa tháp.","Nhưng quả thật là có gì đó bất ổn, cậu có nghĩ là bóng tối nghe thấy chúng ta đến và hắn đã trốn không? Giải pháp này cũng có thể lắm, Khai Đê Ha thú thực và chăm chú quan sát tòa tháp."
7,dolly-vn/dolly-audio-1000h-vietnamese,e281d8ea-bb7a-4be7-9b81-0f0119f123f2.wav,4.448,2.2010300948750228,0.4948359026247803,"Một bà ngồi tại bàn giấy vào sổ ghi tên tuổi của Catherine, địa chỉ và tôn giáo của nàng.","Một bà ngồi tại bàn giấy vào sổ ghi tên tuổi của Catherine, địa chỉ và tôn giáo của nàng."
8,dolly-vn/dolly-audio-1000h-vietnamese,b56ffe90-adb8-4e40-bacc-39fb16ff8cec.wav,1.248,1.561516243033111,1.2512149383278133,Nửa Đêm Đến Viếng năm.,nửa đêm đến viếng năm
9,dolly-vn/dolly-audio-1000h-vietnamese,bc915e72-b48e-42ef-8734-60dd19a83ec5.wav,3.6906666666666665,2.156915478873998,0.584424353018605,Nàng khai tên là Catherine Henry. Tôi sẽ đưa bà lên phòng Bà ta nói.,"Nàng khai tên là Carrie Henry, tôi sẽ đưa bà lên phòng bà ta nói."
