index,dataset,path,audio_duration,processing_time,rtf,ground_truth,google_transcription
0,linhtran92/viet_youtube_asr_corpus_v2,,2.581,2.195368279935792,0.8505882525903883,vậy và cái lần gần đây nhất chính là cái,và cái lần gần đây nhất chính là cái đợt
1,linhtran92/viet_youtube_asr_corpus_v2,,2.4024375,2.0093501219525933,0.8363797692770751,dài không liên lạc với gia đình và cũng,dài không liên lạc với gia đình và cũng
2,linhtran92/viet_youtube_asr_corpus_v2,,2.4005625,2.0727884550578892,0.8634594829578023,nhiều lần phải chịu và có khi lại nghiện,nhiều lần phải chịu và có khi lại nghiện
3,linhtran92/viet_youtube_asr_corpus_v2,,4.60075,2.5561799919232726,0.5556007155188334,trên thực tế chúng không bị mất đi mà chỉ đơn giản là được phát triển theo hướng linh động hơn,trên thực tế chúng không bị bắt đi mà chỉ đơn giản là được phát triển theo hướng linh động hơn
4,linhtran92/viet_youtube_asr_corpus_v2,,2.8404375,1.2951122338417917,0.45595519487465985,này cô đắc ý quá rồi còn gì tôi bị hất,này cô đắc ý quá rồi còn gì tôi bị hất
5,linhtran92/viet_youtube_asr_corpus_v2,,2.20125,2.1909203520044684,0.9953073717226433,bụng nhưng không nói được gì tưởng được,nhưng không nói được gì tưởng được
6,linhtran92/viet_youtube_asr_corpus_v2,,2.26275,2.082526551792398,0.9203520281924199,chỉ là một bài học đáng quý để bạn nhận,chỉ là một bài học đáng quý để bạn nhận
7,linhtran92/viet_youtube_asr_corpus_v2,,2.9220625,1.6871017520315945,0.5773667579087013,nên bà đành phải nhận nó cũng không dám,nên bà đành phải nhận nó cũng không dám
8,linhtran92/viet_youtube_asr_corpus_v2,,2.901125,2.027518632123247,0.6988732412851039,còn lại mấy phóng viên biên tập có tâm,còn lại mấy phóng viên biên tập có tâm
9,linhtran92/viet_youtube_asr_corpus_v2,,2.7411875,2.154164982959628,0.7858510163787147,dù sao cũng được hai người đứng đầu,rồi sao cũng được hai người đứng đầu
10,linhtran92/viet_youtube_asr_corpus_v2,,3.1228125,2.0775973729323596,0.6652968671453567,người chỉ huy hoặc người thống trị người,người chỉ huy hoặc người thống trị
11,linhtran92/viet_youtube_asr_corpus_v2,,3.2611875,2.1985450158827007,0.6741547414500701,lớn lên nhanh thôi mà à mà chỉ có báo,lớn lên nhanh thôi mà À mà chỉ có báo
12,linhtran92/viet_youtube_asr_corpus_v2,,3.4110625,2.2686081018764526,0.6650737422361662,mong rằng giếng nước này có thể giúp đỡ,mong rằng giếng nước này có thể giúp đỡ
13,linhtran92/viet_youtube_asr_corpus_v2,,3.301875,2.4661631921771914,0.7468978056943983,mình đi thôi anh tiếng người con gái,mình đi thôi anh tí người con gái
14,linhtran92/viet_youtube_asr_corpus_v2,,3.2806875,2.200916772009805,0.670870594047682,kết tội anh ta thay vì vậy ông vờ như,kết tội anh ta thay vì vậy ông vờ như
15,linhtran92/viet_youtube_asr_corpus_v2,,1.98,1.9367767120711505,0.9781700566015912,thời đại mà mỗi buổi sáng thức dậy thì,thời đại mà mỗi buổi sáng thức dậy thì
16,linhtran92/viet_youtube_asr_corpus_v2,,2.6415625,2.0066151909995824,0.7596319189871836,chồng xem giống mà chẳng ai muốn làm,chồng xem giống mà chẳng ai muốn làm
17,linhtran92/viet_youtube_asr_corpus_v2,,2.64075,2.1321652058977634,0.8074089580224418,linh giận luôn cô không thèm để ý tới,linh giận luôn cô không thèm để ý tới
18,linhtran92/viet_youtube_asr_corpus_v2,,2.8015,2.016276459908113,0.7197131750519767,dạ thôi chị em tranh thủ lúc cháu đang,dạ thôi chị em tranh thủ lúc cháu đang
19,linhtran92/viet_youtube_asr_corpus_v2,,2.300625,1.9359541500452906,0.8414905297670374,trong những tình huống tương tự cho thấy,trong những tình huống tương tự cho thấy
20,linhtran92/viet_youtube_asr_corpus_v2,,2.781375,1.9707383008208126,0.7085482183527257,thằng con ý muốn làm dịu cái ham muốn,con ý muốn làm dịu cái ham muốn
21,linhtran92/viet_youtube_asr_corpus_v2,,2.1023125,1.9621393599081784,0.9333243083072467,mắt vào màn hình máy tính thấy trong đó,mắt vào màn hình máy tính thấy trong đó
22,linhtran92/viet_youtube_asr_corpus_v2,,2.840625,2.085199336986989,0.7340635729767176,khi nhìn thấy tiền cùng ma túy một kẻ,khi nhận thấy tiền cùng ma túy một kẻ
23,linhtran92/viet_youtube_asr_corpus_v2,,1.29875,1.8923989669419825,1.4570925635741925,thì các bạn có thể đến để ăn thử nhá,thì các bạn có thể đến để ăn thử nhá
24,linhtran92/viet_youtube_asr_corpus_v2,,2.440375,1.243173795985058,0.5094191654909831,nữa chứ không phải là một lần duy nhất,nữa chứ không phải là một lần duy nhất
25,linhtran92/viet_youtube_asr_corpus_v2,,3.92175,2.1412902248557657,0.5460037546645671,con đừng có nói gì nữa ổn rồi có mẹ đi,con đừng có nói gì nữa ổn rồi có mẹ đây
26,linhtran92/viet_youtube_asr_corpus_v2,,1.961625,2.011298246914521,1.025322498905,hoàn toàn khác với vẻ bề ngoài lạnh lùng,hoàn toàn khác với vẻ bề ngoài lạnh lùng
27,linhtran92/viet_youtube_asr_corpus_v2,,1.432375,1.9284027540124953,1.3462974109520869,chúng ta vẫn đã là chúng ta,chúng ta vẫn đã là chúng ta
28,linhtran92/viet_youtube_asr_corpus_v2,,2.381,1.931165070971474,0.8110731083458522,nhưng mà phần lớn là các bạn sẽ phải có,nhưng mà phần lớn là các bạn sẽ phải có
29,linhtran92/viet_youtube_asr_corpus_v2,,2.0216875,2.0310726859606802,1.004642253543478,họ chắc chắn đã lén lút hẹn hò với nhau,họ chắc chắn đã lén lút hẹn hò với nhau
