index,dataset,path,audio_duration,processing_time,rtf,ground_truth,google_transcription
0,capleaf/viVoice,audio_502.22_504.3.wav,2.1333333333333333,9.456573200062849,4.43276868752946,Và mọi chuyện thì chưa dừng lại ở đó.,và mọi chuyện thì chưa dừng lại ở đó
1,capleaf/viVoice,audio_325.98_328.04.wav,2.1333333333333333,6.440474100061692,3.0189722344039183,"Tuy nhiên, quá trình này không diễn ra lâu.",tuy nhiên quá trình này không diễn ra lâu
2,capleaf/viVoice,audio_399.3_401.78.wav,2.56,5.169586000032723,2.0193695312627824,Đây là những chiếc kẹn chim nước được làm bằng sứ.,Đây là những chiếc kèn chim nước được làm bằng sứ
3,capleaf/viVoice,audio_466.06_466.92.wav,1.1093333333333333,4.05004900007043,3.650885516890412,Chứ đó. Đâu ra?,chưa đâu đầu ra
4,capleaf/viVoice,audio_104.32_107.14.wav,3.072,3.3465668000280857,1.089377213550809,Nhưng vì một lý do nào đó mà Nina đã block luôn người yêu cũ.,nhưng vì một lý do nào đó mà nina đã block luôn người yêu cũ
5,capleaf/viVoice,audio_1245.34_1247.3.wav,1.9626666666666666,2.7387227000435814,1.3954089843972053,Bản báo cáo miêu tả tâm trạng.,bản báo cáo miêu tả tâm trạng
6,capleaf/viVoice,audio_641.74_648.68.wav,7.082666666666666,4.8074595999205485,0.6787640624887823,"Thuật ngữ Musou, xuất phát từ tên tiếng Nhật của series Warriors, đã trở thành từ dùng để gọi các tựa game được tạo ra với cùng một công thức như trên.",thuật ngữ musou xuất phát từ tên tiếng nhật của series warriors đã trở thành từ dùng để gọi các tựa game được tạo ra với cùng một công thức như trên
7,capleaf/viVoice,audio_1181.52_1182.84.wav,1.3653333333333333,3.5626571000320837,2.6093679931875613,Thì kết thúc này quen lắm.,cái kết thúc này quen lắm
8,capleaf/viVoice,audio_155.31_156.39.wav,1.1946666666666668,1.4199621999869123,1.1885844307926163,Cậu có nhìn thấy không?,cậu có nhìn thấy không
9,capleaf/viVoice,audio_613.06_617.18.wav,4.181333333333333,2.9547848999500275,0.7066609295161099,"Nhìn từng người dân, từng ngôi nhà bị phá mà lòng tôi đau đớn.",nhìn từng người dân từng ngôi nhà bị phá mà lòng tôi đau đớn
10,capleaf/viVoice,audio_16.92_21.38.wav,4.522666666666667,4.313723500003107,0.9538008918049322,"Đại tá Trần Đình Hưng, Phó Chỉ huy trưởng, Tham mưu trưởng, Bộ Chỉ huy quân sự tỉnh.",Đại tá trần Đình hưng phó chỉ huy trưởng tham mưu trưởng bộ chỉ huy quân sự tỉnh
11,capleaf/viVoice,audio_649.96_657.5.wav,7.594666666666667,5.813772900030017,0.7655073165418737,"Trong bầu không khí náo nhiệt của giảp hát, hùng thủ rút khẩu súng ra, ông Derringer 44 ly, dí sát đầu tổng thống mà ná đạn.",trong bầu không khí náo nhiệt của giải phát hung thủ rút khẩu súng derringer 44 ly dí sát đầu tổng thống mà ná đại
12,capleaf/viVoice,audio_209.47_212.13.wav,2.9013333333333335,2.743471199995838,0.9455897977926832,"Một, một ngày hãy làm tốt vài điều mình muốn làm.",một một ngày hãy làm tốt vài điều mình muốn làm
13,capleaf/viVoice,audio_405.73_410.03.wav,4.352,2.8101335000246763,0.6457108226159641,Kế hoạch là vậy nhưng cả Pháp lẫn Tây Ban Nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch.,kế hoạch là vậy nhưng cả pháp lẫn tây ban nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch
14,capleaf/viVoice,audio_557.88_564.72.wav,6.826666666666667,6.926026699948125,1.0145546923752136,Bà cho rằng các cuộc xung đột giữa Hồi giáo và Phật giáo không phải là một cuộc thanh lọc sắc tộc như giới chức quốc tế nhận định.,bà cho rằng các cuộc xung đột giữa hồi giáo và phật giáo không phải là một cuộc thành lập sắc tộc như giới chức quốc tế nhận định
15,capleaf/viVoice,audio_10.42_14.32.wav,4.010666666666666,4.129326900001615,1.0295861619019986,Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước.,tết là dịp mọi người háo hức đón chào một năm mới với nhiều hi vọng và mong ước
16,capleaf/viVoice,audio_626.96_628.54.wav,1.7066666666666668,1.6306407999945804,0.9554535937468244,Ám sát kẻ thù của quốc gia.,Ám sát kẻ thù của quốc gia
17,capleaf/viVoice,audio_24.4_26.0.wav,1.792,4.239332200028002,2.365698772337055,Xếp trồi lên và gợi ý bạn.,xếp chồi lên và gửi ý bạn
18,capleaf/viVoice,audio_125.82_129.28.wav,3.498666666666667,3.3701446000486612,0.9632654154102499,Những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm.,những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm
19,capleaf/viVoice,audio_685.62_690.78.wav,5.290666666666667,4.30638900003396,0.8139596144217414,"Hãy gạt bỏ chúng qua hẳn một bên, rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín.",hãy gạt bỏ chúng qua hẳn một bên rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín
20,capleaf/viVoice,audio_2692.88_2694.36.wav,1.536,2.1549339999910444,1.4029518229108362,Mà bước chân bối rối.,mà bước chân bối rối
21,capleaf/viVoice,audio_1051.98_1053.22.wav,1.3653333333333333,2.5310459000756964,1.8537933838445042,Bảo đi chơi cũng không.,bảo đi chơi cũng không
22,capleaf/viVoice,audio_184.32_189.26.wav,4.949333333333334,9.764769000001252,1.9729463227373218,"Đầu tiên là do đồng yên liên tục mất giá trong năm 2023, làm xói mòn lợi nhuận xuất khẩu.",Đầu tiên là do Đồng yên liên tục mất giá trong năm 2023 làm xói mòn lợi nhuận xuất khẩu
23,capleaf/viVoice,audio_1011.42_1015.66.wav,4.352,5.322890000068583,1.223090533103994,"Năm 2015, Việt Nam chọn hệ thống tiên lửa Spider làm hệ thống tiên lửa phòng không tầm trung mới.",năm 2015 việt nam chọn hệ thống tên là spider làm hệ thống tên lửa phòng không tầm trung mới
24,capleaf/viVoice,audio_246.79_253.55.wav,6.741333333333333,5.8098310000495985,0.8618222409092561,"Trong những năm gần đây, Starbucks đã tăng giá các sản phẩm của mình để đối phó với lãng phát và chi phí lao động tăng cao.",trong những năm gần đây starbucks đã tăng giá các sản phẩm của mình để đối phó với lạm phát và chi phí lao động tăng cao
25,capleaf/viVoice,audio_282.61_286.33.wav,3.84,4.2655189000070095,1.1108122135434921,"Như vậy, thật ra sát xuất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau.",như vậy thực ra xác suất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau
